学号,姓名,年龄,性别,出生日期 ,出生地,籍贯,国籍/地区,身份证件号,健康状况,联系电话
10000736,季调想,18,女,1997-06-30,岳阳路92号-15-7,云南,台湾,630227192006058141,健康或良好,13507305062
10000737,干害小,26,女,1995-03-14,燕儿岛路94号-1-3,云南,香港,810810201308188461,残疾,13202591167
10000738,唐左共,34,男,1994-11-05,文登广场20号-18-1,上海,美国,370706199106091252,一般或较弱,15506845136
10000739,融办无,18,女,1997-10-31,台东四路123号-12-1,江苏,美国,532708196203036462,健康或良好,13406029000
10000740,潘心建,25,女,1995-11-16,旌德路73号-13-2,江苏,中国,340722195901217048,健康或良好,15905493786
10000741,訾儿养,31,女,1997-06-01,花莲街122号-3-8,云南,香港,462432192908248178,健康或良好,13507065200
10000742,岳黄运,25,女,1993-09-27,华阳路51号-16-3,云南,中国,432136201212195705,健康或良好,15201638184
10000743,凌保充,23,女,1993-08-28,澄海三路104号-20-2,安徽,澳门,372228195003288680,健康或良好,13901745965
10000744,柴研非,32,男,1993-08-18,海阳路73号-8-9,云南,香港,11091019661121561,一般或较弱,15800233785
10000745,盖道底,28,男,1997-01-07,丽水街98号-11-3,湖北,中国,502304192906184444,健康或良好,13003506169
10000746,郁判利,27,女,1995-02-02,益都街20号-12-5,云南,澳门,340524193805163734,健康或良好,15802180206
10000747,鱼天又,32,男,1996-10-24,岳阳路106号-2-10,湖北,美国,510735194908011870,一般或较弱,13505193837
10000748,应这量,20,女,1992-02-26,庆祥街92号-13-3,云南,中国,620421195311102914,有慢性病,13704771659
10000749,蓟音有,21,女,1991-10-18,武胜关广场105号-3-3,云南,美国,612202197112293497,有生理缺陷,13708380855
10000750,海运九,24,女,1996-11-25,通化路62号-10-9,上海,美国,632528199805133117,残疾,13001970016
10000751,庾求进,20,女,1992-12-12,城武大厦104号-1-1,上海,美国,370235198310188877,有慢性病,13504461101
10000752,胡石意,29,男,1992-04-03,基隆广场103号-4-2,湖北,中国,650136193406243505,有慢性病,15202672958
10000753,满给府,33,男,1996-05-08,台西二街107号-9-4,上海,中国,152333201104202667,健康或良好,13705386258
10000754,杨尔种,24,女,1992-09-10,荷泽三大厦101号-19-2,湖北,澳门,410228195706213386,有生理缺陷,13505231046
10000755,璩论一,18,男,1992-01-12,风岗街88号-13-9,湖北,美国,350402197009159154,有慢性病,13402176608
10000756,蒙除因,29,男,1994-04-23,周村大厦131号-5-4,云南,美国,310724191709148826,有生理缺陷,13606670803
10000757,冷节当,28,男,1992-04-09,汶上大厦42号-12-10,云南,台湾,342122199908049716,残疾,15500216351
10000758,隆领技,23,女,1997-12-20,热河大厦139号-17-3,云南,香港,310831201011096686,健康或良好,13304285200
10000759,池象台,22,女,1996-02-14,雒口大厦31号-15-2,湖北,澳门,530305199410031089,健康或良好,13301951133
10000760,惠根公,18,女,1991-12-07,山海关路73号-19-3,云南,美国,222430194108077925,一般或较弱,15702700114
10000761,相平联,23,女,1997-04-24,微山湖街85号-15-7,云南,澳门,450936197804298813,健康或良好,15802593651
10000762,聂习快,18,男,1997-09-24,嘉义街132号-18-8,安徽,中国,312103193908223482,一般或较弱,13502824765
10000763,叶局致,25,男,1997-08-07,泰州三广场54号-17-3,江苏,台湾,420437194303207762,残疾,13203258872
10000764,文席排,19,男,1996-03-18,洪泽湖路98号-11-8,云南,澳门,43022420060613400,一般或较弱,13707782136
10000765,司固应,18,女,1997-04-17,大港二路46号-12-6,江苏,美国,502630193805284731,有慢性病,13504834418
10000766,仉理举,24,男,1994-11-30,正阳关街32号-16-9,云南,中国,650333193610039379,一般或较弱,13904301086
10000767,蔺师致,32,男,1995-12-15,华山路51号-10-3,云南,香港,332428192911257404,残疾,15004038686
10000768,薄立里,26,男,1993-11-04,费县路102号-17-7,上海,香港,320624198412184612,健康或良好,13602502649
10000769,鱼半增,30,女,1995-05-09,虹桥广场100号-7-9,湖北,澳门,370129199605179365,一般或较弱,15302515091
10000770,乌样路,29,男,1992-01-17,港通路62号-8-9,江苏,美国,410605191908015803,有生理缺陷,13202205359
10000771,戈周没,18,男,1992-09-09,峄县路32号-12-2,安徽,美国,712507196909076549,健康或良好,13804448676
10000772,戎标称,18,女,1994-03-07,春阳路145号-18-10,湖北,台湾,230924197511144591,残疾,13806684997
10000773,石必达,21,女,1993-05-27,通化路76号-6-5,安徽,香港,111033197905121223,有慢性病,15906624410
10000774,崔期验,27,男,1995-08-23,彰化大厦20号-20-5,湖北,台湾,711003198611209368,健康或良好,13502535576
10000775,全置道,32,女,1993-04-26,即墨路80号-16-5,湖北,美国,650230193701055659,残疾,15606750240
10000776,井武想,23,女,1995-03-29,金口一广场109号-3-7,安徽,香港,520407199803298441,有慢性病,15801285797
10000777,单除展,33,女,1992-11-27,湘潭街134号-16-1,安徽,香港,520828192010242047,有慢性病,13308414201
10000778,哈月合,19,女,1996-12-29,和阳广场11号-9-2,云南,香港,542729198507034946,一般或较弱,15904364262
10000779,鲁况确,31,女,1997-01-16,齐河路122号-14-6,江苏,美国,310221193702266565,一般或较弱,13900071458
10000780,蓬织呢,22,男,1993-02-12,新浦路20号-6-9,上海,中国,340905195310263780,一般或较弱,15305074478
10000781,贝立多,28,女,1995-02-23,吴兴大厦113号-14-7,湖北,美国,150430198210035128,一般或较弱,15801710506
10000782,楚毛关,34,女,1995-04-26,洪泽湖路75号-16-3,江苏,澳门,442427195508094967,有生理缺陷,15008526354
10000783,温门识,30,男,1993-12-10,金乡东路44号-8-2,云南,澳门,422223200909113035,健康或良好,13200601499
10000784,晏固可,28,女,1994-03-14,澳门四街50号-18-9,云南,台湾,642237198602153259,有慢性病,15904658186
10000785,别员个,28,男,1993-06-03,台西五路50号-15-3,云南,香港,642623198506016032,有生理缺陷,13901595396
10000786,鲍该证,34,男,1996-09-28,云门一街33号-13-1,江苏,中国,220636201409273321,有生理缺陷,15302662728
10000787,富问后,34,女,1997-08-23,包头路115号-9-10,云南,台湾,122110197002118556,有生理缺陷,13407292250
10000788,梁时条,28,男,1995-09-04,荷泽一路26号-2-2,云南,美国,46020219900721325,有慢性病,13806495855
10000789,朱那矿,22,男,1994-10-28,镇江街47号-20-9,上海,香港,812526197401119618,有生理缺陷,15000215593
10000790,滕司必,25,男,1994-02-12,沧口街68号-16-1,湖北,台湾,812127200612293059,残疾,15806046181
10000791,纪加充,21,男,1992-05-28,平度广场101号-19-1,上海,澳门,210536198404171663,一般或较弱,13001270706
10000792,禹平真,33,男,1991-11-08,太平角六街50号-3-2,安徽,香港,230925197611056934,健康或良好,15902665810
10000793,那止儿,33,女,1994-12-30,云霄大厦91号-14-8,湖北,中国,710534192104096085,有生理缺陷,13406992893
10000794,时业英,28,男,1996-05-04,高苑大厦37号-16-5,江苏,中国,232429198104214155,有生理缺陷,15202297900
10000795,勾众革,33,女,1995-12-06,广州路30号-10-6,上海,香港,502710200908145862,有生理缺陷,13104343668
10000796,蒲情何,26,女,1995-07-31,澳门二路29号-2-8,江苏,中国,630422194703183342,一般或较弱,15708106072
10000797,吉过来,30,女,1998-01-20,博平街57号-20-5,云南,美国,442237192903297151,有慢性病,15503241569
10000798,璩段便,24,男,1992-10-20,胶东广场86号-13-3,江苏,香港,210306197203133498,有慢性病,13707966804
10000799,贾度许,25,女,1997-11-02,荷泽四路77号-9-9,江苏,台湾,512307194311206384,有生理缺陷,13400834751
10000800,廉怎朝,25,女,1996-09-30,青海街80号-14-10,安徽,中国,41033019731106489,残疾,15100885375
10000801,夏决音,25,女,1992-09-22,齐河路129号-18-8,安徽,香港,810223200309281386,健康或良好,13307131282
10000802,戚领转,30,男,1994-05-17,咸阳支街69号-20-4,湖北,中国,220725197403201134,有生理缺陷,15002842517
10000803,车如化,27,男,1994-08-28,澄海二街103号-1-7,上海,香港,442601201509223241,残疾,15800031595
10000804,游排划,33,女,1997-07-02,晓望街71号-9-10,湖北,香港,642304196607307042,一般或较弱,13907771413
10000805,梁商声,33,男,1992-09-12,上海路128号-9-6,湖北,中国,422128193503105174,有生理缺陷,13103581741
10000806,茹落劳,22,男,1994-12-09,闽江一大厦112号-19-4,江苏,台湾,51103520040825845,健康或良好,13400998821
10000807,廉气物,28,男,1993-08-02,南通大厦131号-11-6,湖北,美国,4101021937030203,有慢性病,15903526016
10000808,董该死,25,男,1994-04-15,徐州大厦89号-4-9,上海,香港,62242519850109857,健康或良好,13702356973
10000809,羿却象,19,男,1995-11-14,大尧一广场145号-17-2,上海,台湾,130328193210313962,残疾,13301720296
10000810,归走头,29,女,1995-08-22,港青街66号-17-10,云南,中国,540801192512126390,健康或良好,13401781100
10000811,仰比管,21,女,1994-09-24,台西三路15号-5-7,湖北,美国,610601192511228397,健康或良好,15608122155
10000812,邵复兵,29,男,1996-03-30,黄岛路141号-17-7,湖北,中国,322131199011021619,健康或良好,13804277733
10000813,韶氧话,19,男,1993-08-21,辽北街63号-6-5,云南,台湾,462624198505227666,有慢性病,13605442335
10000814,金热部,29,女,1994-01-15,泰兴广场100号-20-7,云南,澳门,110904195710189517,残疾,15806694758
10000815,赖周试,24,女,1993-08-23,秋阳路62号-2-9,安徽,美国,342737193702185425,健康或良好,15708601015
10000816,双源取,27,男,1994-07-19,汶水街107号-7-1,湖北,中国,530234197810211449,一般或较弱,13707156124
10000817,缑列料,29,男,1994-01-20,海游路23号-20-6,上海,台湾,650630197007244522,健康或良好,13404322938
10000818,竺物食,23,女,1992-11-11,山城广场106号-20-2,云南,美国,112101196303089093,有慢性病,15105376084
10000819,裴质真,24,男,1992-01-03,新湛二路87号-9-7,云南,美国,230704194703275191,有慢性病,15302035383
10000820,贾观布,21,女,1996-01-17,福建广场24号-20-6,湖北,香港,432131195912128334,健康或良好,15103846779
10000821,狄象害,21,女,1996-07-21,日照街34号-17-8,湖北,香港,41252720040523794,健康或良好,15605800599
10000822,冯已名,32,男,1996-10-25,大尧一广场110号-18-10,湖北,香港,310825201012188689,健康或良好,15805746304
10000823,浦个花,32,女,1993-09-01,台西五路140号-6-3,湖北,香港,430728200101052788,健康或良好,15806861679
10000824,裘六调,23,女,1992-10-14,正阳路92号-3-4,湖北,美国,502333196602113362,有慢性病,13307181540
10000825,游划节,20,女,1996-07-07,武胜关广场16号-18-3,湖北,澳门,370537200111296599,有生理缺陷,15107166017
10000826,鄢引东,25,男,1993-08-05,泰安路119号-2-4,湖北,香港,642235195912047249,健康或良好,15907224923
10000827,魏备电,24,男,1997-07-30,郓城南路36号-8-8,云南,澳门,35250119430911565,残疾,13205286580
10000828,咸叶收,21,女,1992-12-12,恒台街127号-20-7,安徽,香港,501009198208156098,健康或良好,13802185164
10000829,牛全儿,24,女,1992-06-03,济南街89号-17-9,江苏,美国,620724193504154552,一般或较弱,13103732128
10000830,衡量务,34,女,1995-11-27,安城街139号-3-3,江苏,香港,212734192501093810,有生理缺陷,13305141064
10000831,蔚河或,27,女,1992-08-26,枣庄广场149号-6-1,云南,中国,14223219950130299,有生理缺陷,13704047424
10000832,廉差查,33,女,1992-09-27,太平角四路37号-19-5,云南,澳门,502236196612222900,有慢性病,13007394072
10000833,卜而农,19,男,1997-07-07,钜野广场100号-12-6,安徽,澳门,112707198205251402,一般或较弱,13207274923
10000834,乜器技,25,女,1997-11-12,琴屿大厦110号-14-10,江苏,澳门,362426193112046075,有慢性病,13700973645
10000835,终步东,27,男,1992-03-06,澳门二路119号-20-7,湖北,香港,620928200702243904,残疾,13002401667
10000836,安员取,20,女,1995-09-14,南海支路131号-3-1,安徽,香港,811031196111057801,有生理缺陷,15108271233
10000837,施军解,21,男,1994-12-17,吴县二大厦57号-16-5,湖北,美国,110936200907263334,有生理缺陷,13706733769
10000838,通院小,35,男,1992-05-09,鹊山广场13号-18-9,湖北,台湾,710805192010101885,健康或良好,15104207163
10000839,尚你存,18,男,1995-06-20,金湖大厦95号-5-7,上海,香港,322207201207167483,残疾,15704626269
10000840,缪与张,22,男,1992-01-24,恒山路100号-5-1,湖北,台湾,130421197811042142,健康或良好,13806815864
10000841,谭物线,19,男,1992-06-11,昆明路144号-6-6,云南,中国,460535197910116732,残疾,15500748128
10000842,颜从林,26,男,1995-11-25,和兴路113号-2-10,上海,中国,142531192707066199,有生理缺陷,13305001275
10000843,郗长区,35,男,1997-04-02,清和街120号-12-1,江苏,中国,350235196208269548,一般或较弱,13203371121
10000844,杜经美,30,女,1992-10-20,万寿路33号-17-6,上海,香港,212324200709301538,一般或较弱,13008100888
10000845,蒲英厂,22,男,1995-07-12,镇江街85号-8-1,上海,台湾,152210196005312298,有生理缺陷,15702932157
10000846,经较斯,29,女,1994-01-16,湛山路97号-16-6,江苏,香港,512427200805197880,有慢性病,15005712770
10000847,齐治统,24,女,1994-05-30,小港一大厦111号-13-3,上海,美国,122203201101192209,一般或较弱,13204820443
10000848,陶司行,18,男,1992-11-13,盐城街146号-16-7,云南,台湾,540332193201155415,一般或较弱,13705965295
10000849,凌矿维,21,女,1994-04-19,胶州广场93号-15-6,安徽,台湾,530635193004296527,有慢性病,15002882219
10000850,乔队儿,33,女,1997-09-12,四方街104号-10-6,上海,香港,340324192712109753,一般或较弱,15205750712
10000851,谷角有,25,男,1995-03-22,宝山广场21号-7-10,湖北,中国,642106199007291918,有生理缺陷,13208462418
10000852,仇项通,24,女,1996-12-29,汶上大厦127号-7-6,云南,香港,62250119790717645,一般或较弱,13205834995
10000853,钱产显,32,女,1996-05-22,宁海路40号-20-7,云南,中国,37220519720512712,一般或较弱,15201395132
10000854,宣能际,19,男,1992-04-05,中山街95号-3-1,上海,中国,410132191912089207,健康或良好,13605888072
10000855,冀看需,31,男,1997-03-17,大连街59号-17-1,湖北,香港,710107200509106528,健康或良好,13808066433
10000856,简型属,23,男,1995-03-21,城武大厦24号-2-5,安徽,美国,641010200608292859,有慢性病,13900701237
10000857,娄采组,19,男,1992-08-25,海口街113号-9-5,上海,美国,52080319510305412,有慢性病,13500878555
10000858,柯办族,18,男,1997-05-01,延安二广场57号-8-4,江苏,香港,220706194011293853,健康或良好,15001955978
10000859,訾便连,21,男,1997-04-11,伏龙街54号-2-9,江苏,澳门,502225198001229581,一般或较弱,15102217449
10000860,厍量实,30,女,1993-07-13,银川西路19号-4-2,云南,澳门,132228194306054393,一般或较弱,15504700259
10000861,郗集标,25,男,1996-05-29,四川路99号-3-6,云南,香港,110337194007242288,残疾,15102695079
10000862,越心织,30,男,1997-01-26,长城南路84号-16-7,云南,台湾,420906195508079528,有生理缺陷,13202845768
10000863,卓便阶,24,男,1993-02-18,无棣三街17号-17-6,江苏,中国,432623194907169033,有慢性病,13105306722
10000864,钮查要,23,女,1997-08-07,包头路91号-7-4,湖北,香港,140829194512131408,残疾,13702486685
10000865,融帮土,21,女,1993-07-24,恒山路65号-16-8,云南,香港,222329197003056717,有生理缺陷,13903458565
10000866,卞文万,24,男,1997-02-09,庆祥街104号-14-10,湖北,中国,140528194206126273,残疾,15202961308
10000867,禹主界,27,男,1992-01-25,肥城街68号-2-7,安徽,台湾,811009194302024070,有生理缺陷,15607697546
10000868,华听神,23,女,1997-08-21,天津路80号-8-6,安徽,香港,150737199004292587,健康或良好,13303363576
10000869,鱼价东,33,男,1997-07-14,莲岛大厦66号-8-1,江苏,香港,430924195306258865,有生理缺陷,13502100656
10000870,路受个,31,女,1993-06-20,莱芜二路47号-7-6,上海,台湾,452533196911145526,有生理缺陷,15201564919
10000871,齐广远,35,女,1993-03-09,曲阜街41号-16-8,湖北,美国,350736193504035653,残疾,15304413377
10000872,计使报,26,女,1995-07-12,延安二广场85号-18-2,云南,美国,140228198707242067,健康或良好,15800654412
10000873,籍政因,19,女,1991-10-18,团岛二路48号-16-6,江苏,台湾,452722193106243818,残疾,13805296155
10000874,阳随动,23,女,1997-06-10,汶上大厦139号-6-4,云南,澳门,812410196410061133,残疾,13503697625
10000875,储便并,22,男,1993-01-12,宁国一大厦84号-4-1,上海,澳门,542406194408311198,一般或较弱,13901244384
10000876,栾原动,30,女,1994-01-02,郓城北广场107号-1-10,云南,台湾,650902195509305808,残疾,13102950650
10000877,路色住,31,女,1997-10-31,苏州街11号-1-8,安徽,台湾,422307195206245703,有生理缺陷,15503007742
10000878,乜次是,32,男,1997-02-11,河北大厦101号-7-8,湖北,澳门,502621200110242612,残疾,13501947010
10000879,鄂过照,19,女,1995-11-22,明水路107号-20-8,湖北,美国,330310198903041389,有生理缺陷,15606695117
10000880,通查科,33,男,1993-10-28,兰山路70号-14-5,江苏,台湾,62083319570116329,一般或较弱,15104393899
10000881,师言精,33,男,1992-12-17,湛山三路140号-3-9,安徽,香港,650902193812015332,有生理缺陷,13503944270
10000882,弓长却,19,女,1995-08-08,大港三街81号-20-8,上海,美国,212308195108056148,有生理缺陷,13102442552
10000883,辛离当,31,女,1992-06-17,青海支路31号-3-7,湖北,中国,440906193011111829,有生理缺陷,15102857591
10000884,陶式她,26,女,1994-11-21,莘县路14号-16-9,江苏,香港,630733195202129521,一般或较弱,15702891798
10000885,葛消后,29,女,1993-10-14,巢湖街64号-19-1,湖北,台湾,530129201507161439,残疾,15300650471
10000886,居候华,33,女,1997-05-25,南口广场71号-6-2,云南,台湾,212624195710282616,有生理缺陷,13801046170
10000887,蓟八矿,32,女,1994-03-28,澳门二路30号-6-1,上海,澳门,112434197911145734,一般或较弱,13205867032
10000888,宦于去,19,男,1996-12-07,太平角三大厦14号-17-2,江苏,香港,362706193511141981,有慢性病,13300093886
10000889,终斯白,27,女,1996-07-18,黄岛路86号-11-5,江苏,台湾,612224201210182655,一般或较弱,13502640257
10000890,贝为干,30,男,1995-12-11,虹桥广场148号-9-2,江苏,香港,43102420000208541,有生理缺陷,13204198803
10000891,柳青止,22,男,1997-07-31,德平广场112号-5-2,安徽,香港,322724193306175359,残疾,15100354529
10000892,伏和候,30,女,1994-09-13,吴县二大厦96号-16-10,安徽,美国,360703195408084713,残疾,15807531108
10000893,龚爱效,19,女,1994-08-13,菜市二路128号-12-5,安徽,中国,371035194504306325,有生理缺陷,15102975294
10000894,浦资材,31,男,1992-10-07,台东八广场31号-1-7,湖北,香港,642221198311187414,残疾,15305040805
10000895,宋护今,30,男,1994-04-09,顺兴街131号-17-9,上海,香港,230235193110228864,健康或良好,13905053889
10000896,龚们别,19,女,1995-01-26,湛山五街36号-18-2,安徽,美国,321021199205187532,有生理缺陷,15206161593
10000897,邹西气,29,男,1996-10-08,宁国三大厦137号-9-8,安徽,中国,541036201509184771,一般或较弱,15503454589
10000898,爱队续,24,男,1995-06-05,滋阳街101号-15-6,江苏,中国,54240220070412810,有生理缺陷,15204640622
10000899,常液育,25,男,1995-04-01,十梅庵街67号-20-10,云南,美国,110310197902241081,残疾,13104986892
10000900,花标节,35,女,1995-07-20,鱼山支街118号-12-5,江苏,台湾,120806194512185701,有生理缺陷,15003657293
10000901,颜素看,25,女,1993-05-24,上杭路146号-20-1,上海,澳门,812202194904047211,残疾,13303756818
10000902,法少理,29,男,1993-12-07,齐东路52号-17-6,上海,澳门,312127195203068747,一般或较弱,13202162994
10000903,禄理京,33,女,1993-12-22,辽宁路52号-10-5,湖北,中国,360510194206202272,一般或较弱,15903185184
10000904,米向更,20,男,1992-02-04,泰州街122号-1-6,江苏,澳门,332726198011238090,一般或较弱,13207697672
10000905,班去具,24,女,1993-06-02,普集路27号-3-7,上海,美国,632128200911017077,残疾,13404025585
10000906,房候怎,32,男,1997-08-07,仙居街50号-1-7,江苏,澳门,360929193010129899,残疾,13704125894
10000907,佟山志,22,男,1994-07-16,武昌路50号-6-2,云南,澳门,542631191911201111,有慢性病,13902805769
10000908,郤势师,24,女,1993-06-01,济宁支街70号-6-5,江苏,中国,532729199810282512,有慢性病,15002175193
10000909,纪此线,21,女,1996-08-01,北京街145号-5-5,江苏,香港,320131199005014868,有生理缺陷,15501886678
10000910,汲来求,22,男,1996-08-27,咸阳广场84号-18-2,湖北,台湾,412209192609194827,残疾,13207484689
10000911,叶几始,31,女,1997-05-17,金口三路138号-11-1,云南,台湾,120426194906221167,一般或较弱,13308121879
10000912,卓章密,18,男,1997-12-27,华严路89号-6-3,云南,香港,310933198604128384,有慢性病,15606337723
10000913,郭商广,21,男,1996-02-18,人和路72号-1-7,湖北,台湾,121034193901088865,残疾,13902432988
10000914,董联员,23,男,1991-11-30,内蒙古路80号-10-1,江苏,美国,312510196207222525,有生理缺陷,15902298098
10000915,宿续山,34,男,1995-04-19,益都街114号-9-5,云南,中国,65080919660918410,健康或良好,15801993528
10000916,於称围,18,男,1996-05-18,新安路21号-19-3,安徽,澳门,122127200504112875,一般或较弱,13706287175
10000917,宿界须,31,女,1996-09-14,通化路139号-7-2,安徽,中国,540707200007126840,一般或较弱,13708523382
10000918,鱼马据,19,男,1994-06-10,王村路19号-5-7,湖北,澳门,112323201011188770,一般或较弱,15306425377
10000919,琴边至,25,女,1995-07-17,荷泽一路134号-5-8,上海,中国,650826196104055580,有生理缺陷,15001457690
10000920,师命与,33,男,1994-12-28,金门路11号-8-9,安徽,台湾,442637201008261396,有生理缺陷,15503312340
10000921,成谈调,35,男,1994-02-02,西康街132号-13-9,安徽,澳门,150333195108021675,残疾,15005715752
10000922,居到可,24,男,1997-03-17,临朐路44号-16-7,江苏,中国,712435196905099981,健康或良好,15204827549
10000923,符统党,19,男,1994-06-29,闽江一大厦65号-18-7,上海,中国,430837193409309646,健康或良好,15302678758
10000924,屈溶指,33,女,1994-12-10,绣城路110号-15-9,云南,中国,360628199907288014,有慢性病,15108277884
10000925,邵外许,28,男,1994-03-17,大港四街91号-18-10,江苏,中国,612428198811012757,有生理缺陷,13902466894
10000926,鄢改落,34,女,1995-09-09,石村广场22号-13-5,云南,香港,642431194610071190,健康或良好,15005785664
10000927,甘许生,18,女,1992-07-01,肥城街25号-5-10,江苏,香港,51251020090624918,健康或良好,15001146557
10000928,蒲复领,28,男,1993-09-11,新浦路41号-3-2,安徽,澳门,420927199502078148,残疾,13700032824
10000929,冯果整,32,女,1993-02-14,闽江四街137号-10-3,上海,美国,500328196907195671,有慢性病,13902017673
10000930,蒲帮朝,21,女,1997-11-01,新湛支路135号-4-8,上海,香港,512231192404204869,一般或较弱,13402150767
10000931,隗台成,28,男,1996-02-08,滨县广场150号-12-8,江苏,中国,440636195505225763,有慢性病,13700437938
10000932,包离给,21,女,1994-11-10,紫荆关街50号-17-4,云南,澳门,510333199208194800,一般或较弱,13401551586
10000933,仰消紧,25,女,1996-12-31,城武支大厦141号-9-2,湖北,澳门,650310196308131301,残疾,15106851489
10000934,闻称讲,18,男,1991-10-14,金口三路81号-10-4,湖北,香港,520210200211054291,残疾,13101217698
10000935,韦六存,26,女,1993-11-03,西陵峡街13号-20-9,上海,澳门,630708194401165563,有慢性病,13904681964
10000936,乌被海,20,女,1993-06-27,湛山路134号-17-5,云南,澳门,322604195107226905,一般或较弱,15802745327
10000937,范文代,23,男,1995-08-27,芙蓉山村146号-12-6,上海,台湾,520528195109168302,健康或良好,15107450035
10000938,叶门时,18,男,1997-06-11,承德街85号-18-6,上海,香港,310310196802219721,有生理缺陷,13904470841
10000939,伏价整,26,男,1994-05-30,韶关路22号-2-7,云南,台湾,520227198206126379,一般或较弱,15501160267
10000940,艾减回,26,男,1994-07-15,高苑大厦32号-3-8,云南,美国,352309200903186438,健康或良好,13903642966
10000941,伏非十,30,男,1994-12-26,内蒙古路63号-20-10,上海,中国,210632193408034006,健康或良好,13207407039
10000942,翟青识,27,女,1994-04-16,吴兴二大厦90号-11-3,安徽,美国,43230719170605165,有慢性病,13207688824
10000943,谯性随,26,女,1996-02-11,瑞金广场112号-10-6,江苏,澳门,351036193103253929,健康或良好,13103618845
10000944,鱼严边,29,男,1995-01-30,绍兴广场14号-8-7,湖北,香港,34230619480202241,有生理缺陷,15000442561
10000945,邴批线,25,女,1994-11-13,双元大厦20号-9-7,云南,中国,150709197211169461,健康或良好,15305627601
10000946,申视易,20,男,1995-05-28,利津路126号-18-6,湖北,澳门,532636197401072884,有慢性病,15504513219
10000947,尹拉程,20,女,1996-12-23,昌邑街76号-15-2,湖北,香港,132501196301252624,有慢性病,13507420111
10000948,黎护年,21,男,1994-11-30,台西纬一广场16号-20-9,江苏,中国,63222519591125848,健康或良好,15105603120
10000949,别技快,22,男,1995-12-06,紫荆关街114号-16-4,江苏,中国,812705199603266930,残疾,15700886683
10000950,潘务练,34,男,1995-09-03,东阿街128号-2-5,上海,台湾,520629198109197971,有慢性病,13406562087
10000951,法管构,28,男,1997-11-06,泰州四路147号-6-9,湖北,中国,440802200811269931,残疾,15702711736
10000952,亢防转,31,男,1995-11-24,兰山路18号-17-7,安徽,香港,812709198106205018,一般或较弱,15200251236
10000953,芮如引,23,男,1992-04-04,泗水大厦27号-19-4,上海,香港,610231199002141310,有生理缺陷,15706206916
10000954,巢多本,26,女,1994-10-08,安邱街150号-8-6,湖北,澳门,652206193411166630,有生理缺陷,15005361590
10000955,单除些,31,男,1997-09-20,邱县路82号-15-9,上海,台湾,50270919501218612,残疾,13007332520
10000956,邬间边,31,女,1994-07-29,日照街147号-12-7,湖北,澳门,151006194110215824,健康或良好,15703341793
10000957,康该知,21,男,1993-02-17,吉林支路120号-2-5,湖北,澳门,140125200012179585,一般或较弱,13200510220
10000958,贲今六,19,男,1996-01-31,台西纬四街29号-16-2,云南,澳门,332609201001295922,一般或较弱,13008886346
10000959,庞口出,34,男,1998-01-24,台北路65号-6-6,云南,中国,650634194106288261,残疾,13404065715
10000960,龙器示,31,男,1993-01-14,武定路83号-2-2,云南,台湾,432404201003098685,残疾,15000284265
10000961,蓝之却,26,女,1996-10-21,鱼山广场73号-18-8,湖北,香港,442421197811025831,一般或较弱,15305014460
10000962,强马权,30,男,1993-01-02,奉化街80号-12-3,江苏,美国,340930194711293274,一般或较弱,13502723802
10000963,席机办,34,男,1996-09-06,台西四街50号-2-3,湖北,台湾,342530194810054027,健康或良好,15905877357
10000964,史快际,32,男,1997-11-05,宁国路121号-20-5,江苏,澳门,210303200303262137,有慢性病,13908752121
10000965,越东还,34,男,1996-10-03,新竹路95号-16-9,江苏,香港,312106198904269377,有生理缺陷,15102935783
10000966,充师为,34,女,1992-03-27,汇泉广场112号-19-6,安徽,香港,652224196112058001,一般或较弱,13608573158
10000967,扈律方,27,男,1997-01-02,莲岛大厦95号-16-6,云南,美国,430929191902226223,健康或良好,13504717090
10000968,文也花,28,女,1995-08-15,江苏广场30号-4-10,云南,澳门,222221195912251765,有生理缺陷,13602327799
10000969,邓指统,18,男,1992-09-13,仙游路14号-4-3,安徽,中国,372725197612185846,一般或较弱,13001096206
10000970,庾火和,18,男,1994-04-25,新湛路113号-11-8,安徽,美国,141003194907136583,一般或较弱,15105636861
10000971,范席算,31,男,1994-09-25,绍兴广场72号-2-1,云南,香港,36212319350329376,有慢性病,15105576498
10000972,经强推,26,男,1996-12-17,大港四街89号-11-8,上海,美国,451023199512231977,健康或良好,15100618816
10000973,巩界左,30,女,1994-05-09,西陵峡街85号-14-8,江苏,台湾,46102920000831531,有生理缺陷,15000935247
10000974,通女制,21,男,1996-11-05,鱼山广场85号-1-6,安徽,香港,460610192311305082,一般或较弱,13707533359
10000975,涂基火,27,女,1997-10-31,招远街99号-1-10,江苏,台湾,112229192801125044,一般或较弱,13003506867
10000976,龙结二,35,男,1993-06-06,福州南路95号-4-2,江苏,美国,46083219720205892,有生理缺陷,13306528528
10000977,满发德,20,男,1993-06-07,大港纬二路134号-10-9,湖北,美国,54230119690415457,一般或较弱,13504041432
10000978,安安机,23,女,1997-02-22,西陵峡街81号-10-3,湖北,中国,450707194406128337,有生理缺陷,13202668368
10000979,游立度,26,女,1992-05-19,松山广场16号-7-4,上海,台湾,810329196412038173,残疾,13802942346
10000980,成声府,24,男,1992-06-26,漳浦广场93号-13-3,湖北,美国,710431192101067614,有慢性病,15306277052
